line_id,speaker,type,text
572,MARGOT,stage_direction,(duh)
573,MARGOT,dialogue,"Yeah, luckily."
574,MARGOT,dialogue,A MONTAGE OF THE NEXT 3 MONTHS BEGINS WITH...
575,MARGOT,dialogue,19   EXT. WOODS' BEL AIR BACKYARD - DAY                               19
576,MARGOT,dialogue,"ON VIDEO, Elle sits in a Jacuzzi in her bikini."
577,ELLE,stage_direction,(to the camera)
578,ELLE,dialogue,My name is Elle Woods and for my
579,ELLE,dialogue,"admissions essay, I ' d like to tell all of"
580,ELLE,dialogue,you at Harvard why I ' m going to make an
581,ELLE,dialogue,amazing lawyer.
582,ELLE,dialogue,20   INT. KAPPA SIG LIVING ROOM - NIGHT                               20
583,ELLE,dialogue,The girls watch a horror movie with Kappa Sigs. Eating
584,ELLE,dialogue,popcorn and drinking red wine.
585,ELLE,dialogue,"Off to the side, Elle reads an LSAT Study Guide."
586,ELLE,dialogue,21   INT. DELTA GAMMA HOUSE - LIVING ROOM - DAY                       21
587,ELLE,dialogue,"ON VIDEO, a Delta Gamma chapter meeting takes place."
588,ELLE (V.O.),dialogue,"As president of my sorority, I ' m skilled"
589,ELLE (V.O.),dialogue,at commanding the attention of a room and
590,ELLE (V.O.),dialogue,discussing important issues.
591,ELLE (V.O.),dialogue,"Elle bangs a gavel, as she sits in front of her sisters."
592,ELLE,dialogue,~        It has come to my attention that the
593,ELLE,dialogue,maintenance staff is switching our toilet
594,ELLE,dialogue,paper from Charmin to generic. All those
595,ELLE,dialogue,"opposed to chafing, pleas.e say ""aye""."
596,ELLE,dialogue,"The sisters ""AYE"" in unison.      Underdog barks his approval."
597,ELLE,dialogue,22   INT. CLASSROOM - NIGHT                                           22
598,ELLE,dialogue,"""LSAT Prep Course"" is written on the board. Elle and forty"
599,ELLE,dialogue,other law school hopefuls take notes furiously as practice
600,ELLE,dialogue,questions are reviewed.
602,ELLE,dialogue,23   EXT. WOODS BACKYARD POOL - DAY                                 23
603,ELLE,dialogue,"ON VIDEO, FROM ABOVE, we see Elle as she floats on a raft in"
604,ELLE,dialogue,"her pool, in a pink Versace bikini. She addresses the"
605,ELLE,dialogue,camera.
606,ELLE,stage_direction,(to the camera)
607,ELLE,dialogue,I ' m able to recall hundreds of important
608,ELLE,dialogue,details at the drop of a hat.
609,ELLE,dialogue,We reveal Margot on a raft beside her.
610,MARGOT,stage_direction,(badly acting)
611,MARGOT,dialogue,"Elle, do you know what happened on ""Days"
612,MARGOT,dialogue,"of Our Lives"" yesterday?"
613,ELLE,dialogue,"Why, yes, Margot, I do. Once again, we"
614,ELLE,dialogue,joined Hope in the search for her
615,ELLE,dialogue,"identity. As you know, she's been              ."
616,ELLE,dialogue,brainwashed by the evil Stefano --
617,ELLE,dialogue,24   INT. DELTA GAMMA HOUSE - LIVING ROOM - DAY                     24
618,ELLE,dialogue,"Elle takes a practice LSAT exam as Serena, Margot and a few"
619,ELLE,dialogue,other Delta Gammas do their butt-crunches in the Delta Gamma
620,ELLE,dialogue,living room.
621,ELLE,dialogue,"Serena, while clenching her tush, hits a stop watch and Elle"
622,ELLE,dialogue,starts writing furiously.
623,DISSOLVE TO:,dialogue,"Margot is now on all-fours, doing donkey kicks as she grades"
624,DISSOLVE TO:,dialogue,"Elle's practice exam. She writes ""143"" on top and holds it"
625,DISSOLVE TO:,dialogue,up to Elle.
626,DISSOLVE TO:,dialogue,Elle slumps with frustration.
627,DISSOLVE TO:,dialogue,25   EXT. BEACH - DAY                                               25
628,DISSOLVE TO:,dialogue,"ON VIDEO, Elle is rollerblading in shorts and a tank top."
629,ELLE,stage_direction,(to the camera)
630,ELLE,dialogue,And the laws and bi-laws of civil
631,ELLE,dialogue,obedience are crucial to my life --
632,ELLE,dialogue,Serena skates by and fake-elbows Elle.
635,ELLE,stage_direction,(continuing; calling after her)
636,ELLE,dialogue,No shoving on the skate path! City
637,ELLE,dialogue,ordinance 22G!
638,ELLE,dialogue,26    INT. LIBRARY STUDY ROOM - NIGHT                                 26
639,ELLE,dialogue,"Elle sits in front of Amy, as Amy quizzes her with practice"
640,ELLE,dialogue,LSAT questions. Books are piled high around them.
641,ELLE,dialogue,Elle gazes out the.window to see ---Warner and some BARE-
642,ELLE,dialogue,CHESTED FRATERNITY BOYS carrying a keg across the quad. Her
643,ELLE,dialogue,eyes light up and she looks at Amy pleadingly. Amy shakes her
644,ELLE,dialogue,"head no. Elle slumps, then rises and goes to the window,"
645,ELLE,dialogue,closing the shades and getting back to work.
646,ELLE,dialogue,27    EXT. USC CAMPUS - DAY                                          27
647,ELLE,dialogue,"ON VIDEO, Elle addresses the camera."
648,ELLE,dialogue,I feel confident using legal jargon in
649,ELLE,dialogue,daily life.
650,CUT TO:,dialogue,"ON VIDEO, Elle walks across campus with Underdog in her"
651,CUT TO:,dialogue,"purse, feigning staged innocence. A RANDOM FRAT BOY pinches"
652,CUT TO:,dialogue,"her butt. She slaps his hand, dramatically."
653,ELLE,dialogue,I object!
654,ELLE,dialogue,28    INT. AUDITORIUM - DAY                                           28
655,ELLE,dialogue,"""LSAT EXAM -- Sections 1-6"" is scrawled on the chalk board."
656,ELLE,dialogue,"Elle sits in an auditorium with about 90 other students, LSAT"
657,ELLE,dialogue,"booklet open, filling in answers. Concentrating so hard"
658,ELLE,dialogue,she's practically getting a forehead wrinkle.
659,ELLE,dialogue,29    INT. ELLE'S DELTA GAMMA ROOM - DAY                              29
660,ELLE,dialogue,"ON VIDEO, Elle speaks to the camera."
661,ELLE,stage_direction,(to the camera)
662,ELLE,dialogue,"I've seen every episode of ""The Practice"""
663,ELLE,dialogue,and I ' m even on speaking terms with Dylan
664,ELLE,dialogue,McDermott.
666,CUT TO:,dialogue,30   EXT. DYLAN MCDERMOTT'S HOUSE   - DAY                            30
667,CUT TO:,dialogue,Dylan McDermott gets into his car and pulls out of his
668,CUT TO:,dialogue,driveway.
669,CUT TO:,dialogue,"VIDEOTAPING MADLY, the girls follow in Elle's Boxster."
670,SERENA,dialogue,There he is!
671,. MARGOT,dialogue,Pull up next to him!
672,. MARGOT,dialogue,Elle swerves around to pull up next to Dylan McDermott.      They
673,. MARGOT,dialogue,scream at him as Serena videotapes.
674,ELLE,dialogue,Dylan!   We love you!
675,ELLE,dialogue,Dylan McDermott burns rubber as he flees.
676,NARRATOR,scene_heading,"EXT. USC CAMPUS - DAY                                           31 """
678,NARRATOR,scene_description,"ON.VIDEO, Elle jogs while she addresses the camera."
679,ELLE                                            :,dialogue,(to camera)                                           . .
680,ELLE                                            :,dialogue,I'm totally focused and goal-oriented.
681,ELLE                                            :,dialogue,Plus I ' m able to sway people with my very
682,ELLE                                            :,dialogue,convincing arguments.                                       .
683,ELLE                                            :,dialogue,"She turns to Serena, jogging next to her."
684,ELL E,stage_direction,(continuing)
685,ELL E,dialogue,Calvin Klein's spring line is atrocious.
686,ELL E,dialogue,Don't you agree?
687,SERENA,stage_direction,(convinced)
688,SERENA,dialogue,Absolutely!
689,SERENA,dialogue,32   INT. DELTA GAMMA HOUSE - FOYER - DAY                            32
690,SERENA,dialogue,"Amy rushes in with a stack of mail, waving an LSAT envelope"
691,SERENA,dialogue,as she calls out.
692,AMY,dialogue,It's here!
693,AMY,dialogue,Elle rushes down the stairs as the other Delta Gammas gather
694,AMY,dialogue,around. Elle takes the envelope and says a quick prayer.
697,ELLE,dialogue,One seventy-five...one seventy- five...
698,ELLE,dialogue,She opens it and stares at it for a long moment. Then turns
699,ELLE,dialogue,it to the crowd and raises it above her head in triumph. The
700,ELLE,dialogue,girls immediately begin jumping up and down as group joy
701,ELLE,dialogue,ensues. Underdog yips with pride. The MONTAGE ENDS.
702,ELLE,dialogue,33   INT. HARVARD LAW ADMISSIONS OFFICE - DAY                       33
703,ELLE,dialogue,"ON THE TV, Elle stands up in the Jacuzzi."
704,ELLE,stage_direction,(on TV)
705,ELLE,dialogue,And that's why you should vote for me.
706,ELLE,dialogue,Elle Woods. Future lawyer. For the Class
707,ELLE,dialogue,of 2003.
708,ELLE,dialogue,"The video is PAUSED, as three ADMISSIONS GUYS in their 4.0's"
709,ELLE,dialogue,"sit at a table piled high with applications, the DEAN OF"
710,ELLE,dialogue,ADMISSIONS at the head of it. STUNNED SILENCE fills the room.
711,ELLE,dialogue,Finally one of them speaks.
712,ADMISSIONS GUY #1,dialogue,That was certainly a very --
713,ADMISSIONS GUY #1,stage_direction,(adjusting himself)
714,ADMISSIONS GUY #1,dialogue,Imaginative essay.
715,ADMISSIONS GUY #2,stage_direction,(to the Dean)
716,ADMISSIONS GUY #2,dialogue,She does have a 4.0 from USC and she got
717,ADMISSIONS GUY #2,dialogue,a one-seventy-nine on her LSATs.
718,DEAN OF ADMISSIONS,dialogue,A fashion major?
719,ADMISSIONS GUY #3,dialogue,"Well, we've never had one before..."
720,ADMISSIONS GUY #3,dialogue,aren't we always looking for diversity?
721,AMISSIONS GUY #1,dialogue,Her list of extracurriculars is
722,AMISSIONS GUY #1,dialogue,impressive.
723,AMISSIONS GUY #1,dialogue,The Dean looks at her application.
724,DEAN OF ADMISSIONS,stage_direction,(unimpressed)
725,DEAN OF ADMISSIONS,dialogue,She was in a Ricky Martin video --
726,ADMISSIONS GUY #2,dialogue,"Clearly, she's interested in music..."
729,DEAN OF ADMISSIONS,stage_direction,(reading on; skeptical)
730,DEAN OF ADMISSIONS,dialogue,She also designed a line of faux fur
731,DEAN OF ADMISSIONS,dialogue,panties for her sorority's charity
732,DEAN OF ADMISSIONS,dialogue,project --
733,ADMISSIONS GUY #3,dialogue,Then she's a friend to animals as well as
734,ADMISSIONS GUY #3,dialogue,a philanthropist.
735,. AMISSIONS GUY #1,dialogue,I think it's obvious that she's a very
736,. AMISSIONS GUY #1,dialogue,well-rounded individual.
737,. AMISSIONS GUY #1,dialogue,He points to Elle -- freeze-framed in her bikini-top on
738,. AMISSIONS GUY #1,dialogue,"video, on the TV. The admissions guys look to the Dean.      He"
739,. AMISSIONS GUY #1,dialogue,folds.
740,DEAN OF ADMISSIONS,dialogue,Elle Woods -- Welcome to Harvard.
741,DEAN OF ADMISSIONS,dialogue,34   EXT. WOODS' BACKYARD - DAY                         .              34
742,DEAN OF ADMISSIONS,dialogue,"Elle's parents -- DANIEL, in tennis clothes, and the face-"
743,DEAN OF ADMISSIONS,dialogue,lifted SAPPHIRE -- stare at Elle over juice by the pool.
744,DANIEL,stage_direction,(frowning)
745,DANIEL,dialogue,Law school?
746,DANIEL,dialogue,Sapphire puts a hand to her throat in distress.    Elle is
747,DANIEL,dialogue,confused.
748,ELLE,dialogue,It's a perfectly respectable place...
749,DANIEL,dialogue,"Sweetheart, you don't need law school."
750,DANIEL,dialogue,Law school is for people who are boring
751,DANIEL,dialogue,"and ugly and Serious. And you, button/"
752,DANIEL,dialogue,are none of those things.
753,DANIEL,dialogue,Sapphire is in agreement.
754,SAPPHIRE,dialogue,You were first runner-up in the Miss
755,SAPPHIRE,dialogue,Hawaiian Tropic contest. Why throw all
756,SAPPHIRE,dialogue,that away?
757,ELLE,dialogue,Because this is what I want. I've worked
758,ELLE,dialogue,hard for it. Don't you understand that
759,ELLE,dialogue,this is important to me?
762,(CONTINUED),dialogue,She looks at her uncomprehending parents.
763,ELLE,stage_direction,(continuing)
764,ELLE,dialogue,Going to Harvard is the only way I can
765,ELLE,dialogue,get the love of my life back!
766,ELLE,dialogue,"Sapphire looks at her, still not getting it."
767,SAPPHIRE,dialogue,Can't you just suck his wiener?
768,(TV VERSION),dialogue,Can't you just get your nose done?
769,(TV VERSION),dialogue,Elle reacts to her mother's skewed logic.
770,(TV VERSION),dialogue,35   EXT. HARVARD DORM - DAY                                         35
771,(TV VERSION),dialogue,"Pale, studious LAW STUDENTS clad in earth tones, move into"
772,(TV VERSION),dialogue,"their dorm, carrying in their spartan belongings (coffee"
773,(TV VERSION),dialogue,"makers, books, computers)."
774,(TV VERSION),dialogue,"In the distance, a HAPPY POP SONG (perhaps ""Heaven Tonight by"
775,(TV VERSION),dialogue,"Hole) is heard. As it gets louder, heads turn to see --"
776,(TV VERSION),dialogue,"A silver, convertible Boxster driving up, Elle at the wheel,/"
777,(TV VERSION),dialogue,MUSIC BLASTING. A large MOVING VAN follows the Boxster.
778,(TV VERSION),dialogue,"Peop le lean out of their windows, buzzing with interest as--"
779,(TV VERSION),dialogue,"Elle's car stops in front of the dorm. She hops out,"
780,(TV VERSION),dialogue,scooping up Underdog and looking every inch the LA-Fred-Segal-
781,(TV VERSION),dialogue,"glamour-queen, as she looks around with a smile."
782,(TV VERSION),dialogue,Elle looks at Underdog.
783,ELLE,dialogue,We're here!
784,ELLE,dialogue,She bends down to pour some Evian into his inflatable doggy
785,ELLE,dialogue,"dish, inadvertently revealing cleavage to a passing"
786,ELLE,dialogue,BESPECTACLED BOY (several yards away).
787,ELLE,dialogue,"He trips, dropping his I-MAC. It shatters into a million"
788,ELLE,dialogue,pieces.
789,ELLE,dialogue,Not noticing/ Elle stands and turns to two MOVING GUYS/ who
790,ELLE,dialogue,"are hauling a pink, faux-fur love seat and a potted palm tree"
791,ELLE,dialogue,out of the truck.
794,ELLE,stage_direction,(continuing)
795,ELLE,dialogue,"This way, guys!"
796,ELLE,dialogue,"With a beauty queen smile in place, she strides into the dorm"
797,ELLE,dialogue,as the other students watch in amazement.
798,ELLE,dialogue,HANGING OUT OF THE WINDOW
799,ELLE,dialogue,"ARROGANT AARON, a Mensa geek with attitude, turns to his"
800,ELLE,dialogue,roommate.
801,ARROGANT AARON,dialogue,Whose knob did she honk to get in here?
802,ARROGANT AARON,dialogue,36   EXT. LAW SCHOOL QUAD - DAY                                             36
803,ARROGANT AARON,dialogue,""" W e l c o m e Law Students Class of 2003"" banners hang over"
804,ARROGANT AARON,dialogue,o r i e n t a t i o n tables manned by second year law students (2L's)
805,ARROGANT AARON,dialogue,w e a r i n g red t-shirts. Club tables with banners that read
806,ARROGANT AARON,dialogue,""" H a r v a r d Law Journal"" and ""Environmental Law Association"" are"
807,ARROGANT AARON,dialogue,s e t up nearby.
808,ARROGANT AARON,dialogue,E l l e takes a packet from a fuzzy MALE 2L.
809,ARROGANT AARON,dialogue,F U Z Z Y 2L
810,ARROGANT AARON,dialogue,"Class schedule, map, book list."
811,ELLE,dialogue,H a s Warner Huntington checked in yet?
812,ELLE,dialogue,F U Z Z Y 2L
813,ELLE,stage_direction,( ch ec ki ng)
814,ELLE,dialogue,"U h , no. Maybe you should try the Lido"
815,ELLE,dialogue,dec k.
816,ELLE,dialogue,"S h e frowns and starts to move on, but then looks through the"
817,ELLE,dialogue,p a c k e t with a frown and turns back.
818,ELLE,dialogue,W a i t -- my social events schedule is             .
819,ELLE,dialogue,mis sin g.
820,ELLE,dialogue,F U Z Z Y 2L
821,ELLE,dialogue,Y o u r what?
822,ELLE,dialogue,"You know -- mixers, formals, beach"
823,ELLE,dialogue,trips.
826,FUZZY 2L,stage_direction,(deadpan)
827,FUZZY 2L,dialogue,There's a pizza welcome lunch in twenty
828,FUZZY 2L,dialogue,minutes. Does that count?
